"V1" "V2"
0.5 0.5
0.485127265530438 0.585999127783607
0.360659077986231 0.673234137825487
0.257505021885041 0.766160889292218
0.171612855524621 0.843190457824863
0.105322228446481 0.901534737607278
0.0579913160740169 0.944460258333482
0.027825948432513 0.973038973689995
0.0125099692549805 0.987646589254289
0.00550579615488428 0.994522802671805
0.00240543839224887 0.997602181191313
0.0010471462404316 0.998955636354078
0.000454637641780812 0.999546508570179
0.000196905713914284 0.999803575757034
8.50773319178023e-05 0.999915122552092
3.66744871120432e-05 0.999963407191343
