"V1" "V2"
1.08 2.96
0.890762127111992 2.32200417805796
0.94776421932506 1.9072232591489
0.970375222574848 1.55142964064831
0.959461184580476 1.2536530892335
0.943495168115299 1.02889723247971
0.974712352845214 0.88096676020068
1.08485816049019 0.808083512325416
1.24922297534187 0.781755607998307
1.43539074596385 0.772807333017917
1.62849627130204 0.769552053571176
1.82281673269555 0.768306245116188
2.01597181361492 0.767815139400155
2.20701289786874 0.767617970351435
2.3955868228574 0.76753783928994
2.58160513711092 0.767503362061697
