"x"
272.026850257906
1162.10298411706
335.648490291663
-87.7845309669362
-702.86857878025
-1434.67100926326
-1995.20743263282
-2313.54811848075
-2487.92477149218
-2565.83654079661
-2600.09212926464
-2615.15812659232
-2621.77223070479
-2624.66863619289
-2625.93317998636
-2626.47868656273
