"x"
-6043.08652347965
12598.3793072663
8645.88998219819
6970.46343491611
6304.066011474
5978.60525913496
5757.20705151487
5565.44929819936
5383.47932750062
5208.8311673172
5043.99063591092
4892.19539397134
4756.00096620455
4636.84507105966
4535.04764294261
4450.02602692457
