"V1" "V2"
1 1
1.83608630318352 1.12158643783006
2.20975426967831 0.99467229849449
2.36662863478315 0.954189631545599
2.43278103853971 0.949866078817728
2.468497599971 0.958337726482323
2.49521432275367 0.971293206882046
2.51948728446509 0.985701849094665
2.54280392062707 1.0003143130696
2.56505083498794 1.01449039778304
2.58570647827569 1.02783080023269
2.60425699242203 1.04007242640781
2.62033952873366 1.05106086788579
2.63377902962884 1.06073533221844
2.64457461161826 1.06911253193405
2.65286247419407 1.07626679456649
