"V1" "V2"
0.5 0.5
0.725800946669791 0.318503565809724
0.735291647559817 0.276024683624571
0.741703861689124 0.262744286624232
0.745171418065334 0.256760632624552
0.747643226682349 0.25343216874261
0.749616703991574 0.251207112621984
0.751238356311128 0.249519141148346
0.752588988236282 0.248139688857329
0.753733769702069 0.246957175082737
0.754729160011706 0.245904613545543
0.755622496388099 0.244936674558148
0.756451134004842 0.244022066535683
0.757242533623234 0.243140076625158
0.758015178072915 0.24227812221678
0.758780146585981 0.241429580720258
