"V1" "V2" "V3"
1 0.1 1.1
1.48899969413578 0.640280262635886 1.1
1.50581614372505 0.720258789597626 1.1
1.50219392486807 0.73883874911325 1.1
1.51005765057672 0.742868727257871 1.1
1.52670564150905 0.74249801484131 1.1
1.54782701340361 0.740902930593874 1.1
1.57068499880042 0.739334913339644 1.1
1.59379708723019 0.738295467166828 1.1
"V1" "V2" "V3"
1 0.1 3.55
1.48899969413578 0.640280262635886 3.55
1.50581614372505 0.720258789597626 3.55
1.50219392486807 0.73883874911325 3.55
1.51005765057672 0.742868727257871 3.55
1.52670564150905 0.74249801484131 3.55
1.54782701340361 0.740902930593874 3.55
1.57068499880042 0.739334913339644 3.55
1.59379708723019 0.738295467166828 3.55
"V1" "V2" "V3"
1 0.1 6
1.48899969413578 0.640280262635886 6
1.50581614372505 0.720258789597626 6
1.50219392486807 0.73883874911325 6
1.51005765057672 0.742868727257871 6
1.52670564150905 0.74249801484131 6
1.54782701340361 0.740902930593874 6
1.57068499880042 0.739334913339644 6
1.59379708723019 0.738295467166828 6
"V1" "V2" "V3"
1 2.55 1.1
1.19451344377054 4.76914558234816 1.1
1.13963749237069 5.52228156885948 1.1
1.10855467691567 5.88043468365018 1.1
1.08966379473771 6.06042320183965 1.1
1.07693559992517 6.14432239902512 1.1
1.0676712366992 6.17298100132132 1.1
1.06055283026787 6.17190667762277 1.1
1.05486938617726 6.14884358815361 1.1
