"x"
-6428.75282705882
-3810.5350002102
1256.95151899463
"x"
-6492.21809955312
-2412.92792633733
1552.92679593902
"x"
-9783.95357884673
-1476.97161047301
1751.0706496757
"x"
-6490.62576713205
-2571.59561809794
1607.70857035873
"x"
-18062.860860314
-7171.26661221163
1576.41246301651
"x"
-28126.7891310073
-3474.01927606871
1698.88550376533
