"V1" "V2" "V3"
1 0.1 1.1
1.03059758360898 0.467779431488076 1.1
0.938161870357792 0.56159132550492 1.1
0.889464976862568 0.615231513851809 1.1
0.866351883696577 0.653394958507529 1.1
0.85535748831323 0.682977954730567 1.1
0.850109124583672 0.707336538023726 1.1
0.847680908695155 0.728418542759827 1.1
0.846673417588519 0.747385286543972 1.1
"V1" "V2" "V3"
1 0.1 1.1
1.03059758360898 0.467779431488076 1.1
0.938161870357792 0.56159132550492 1.1
0.889464976862568 0.615231513851809 1.1
0.866351883696577 0.653394958507529 1.1
0.85535748831323 0.682977954730567 1.1
0.850109124583672 0.707336538023726 1.1
0.847680908695155 0.728418542759827 1.1
0.846673417588519 0.747385286543972 1.1
"V1" "V2" "V3"
1 0.1 1.1
1.03059758360898 0.467779431488076 1.1
0.938161870357792 0.56159132550492 1.1
0.889464976862568 0.615231513851809 1.1
0.866351883696577 0.653394958507529 1.1
0.85535748831323 0.682977954730567 1.1
0.850109124583672 0.707336538023726 1.1
0.847680908695155 0.728418542759827 1.1
0.846673417588519 0.747385286543972 1.1
"V1" "V2" "V3"
1 0.1 1.1
1.06556650615405 0.761850751373117 1.1
0.996105316561569 0.934441398614207 1.1
0.958083308035791 1.02463870210458 1.1
0.935653752850111 1.08180534197248 1.1
0.920704800183896 1.12060082162024 1.1
0.909730064412664 1.14784036083788 1.1
0.901144744968799 1.16772803323205 1.1
0.89416386544024 1.18192698891187 1.1
